DiaInicio;MesInicio;AnoInicio;DiaFinal;MesFinal;AnoFinal;Hidraulica;Termica;CARGA;EARM;ENA;Pesado;Medio;Leve
5;9;2009;11;9;2009;3041.29;0.00;3595.57;61.86;104.57;16.31;16.31;16.31
12;9;2009;18;9;2009;3026.86;0.00;3654.86;58.84;103.71;16.31;16.31;16.31
19;9;2009;25;9;2009;2409.29;0.00;3618.86;56.04;105.29;16.31;16.31;16.31
26;9;2009;2;10;2009;2393.71;0.00;3659.00;53.83;101.71;16.31;16.31;16.31
3;10;2009;9;10;2009;2107.43;0.00;3627.14;51.97;100.43;16.31;16.31;16.31
10;10;2009;16;10;2009;2523.14;0.00;3584.57;49.73;97.71;16.31;16.31;16.31
17;10;2009;23;10;2009;2418.29;0.00;3597.86;48.11;104.71;16.31;16.31;16.31
24;10;2009;30;10;2009;2471.00;0.00;3645.00;47.11;111.57;16.31;16.31;16.31
31;10;2009;6;11;2009;2458.86;0.00;3580.29;46.99;111.00;16.31;16.31;16.31
7;11;2009;13;11;2009;2249.57;0.00;3690.86;47.20;133.57;16.31;16.31;16.31
14;11;2009;20;11;2009;2549.71;0.00;3680.14;48.06;136.43;16.31;16.31;16.31
21;11;2009;27;11;2009;2876.00;0.00;3665.43;49.37;139.86;16.31;16.31;16.31
28;11;2009;4;12;2009;3037.86;0.00;3695.43;49.64;102.00;16.31;16.31;16.31
5;12;2009;11;12;2009;3243.71;0.00;3638.14;51.14;78.29;16.31;16.31;16.31
12;12;2009;18;12;2009;4556.00;0.00;3673.43;52.23;95.43;16.31;16.31;16.31
19;12;2009;25;12;2009;4896.71;0.00;3644.43;52.26;105.43;16.31;16.31;16.31
26;12;2009;1;1;2010;3863.29;0.00;3093.71;53.67;109.50;16.31;16.31;16.31
